
=== Extracted from C:\Users\Suad\Documents\Projekte\AI_TendersAnalysis\tender_full_files_for_ai\2024-07 WienIT GmbH - RV IT-Consulting\Anhang+A+-+WSTW+IT+Capability+Map+2024.xlsx - Sheet: Tabelle1 ===
Leistungsbereich | Gruppe | Fähigkeit | Beschreibung
den Bietern, wird die Bewertung auf die 3. Stelle nach dem Komma erweitert. Sollte es wieder zum 
Gleichstand kommen, dann wird die Rundung weiter auf die nächste Kommastelle verschoben, bis 
es einen Bestgereihten gibt.  
 
Die nachfolgenden Tabellen fassen die Zuschlagskriterien zusammen, die für die Ermittlung des 
Bestbieters herangezogen werden. 
 
 
 
 
 
 


=== Page 4 ===

[Text]
 
Anhang ZB - Zuschlagskriterien und Bewertungsschema 
IT Consulting 
WienIT GmbH 
Seite 4 von 8 
1.3 
ZUSCHLAGSKRITERIEN  
 
Zuschlagskriterium 
Gewichtung 
Maximale 
Bewertungs-
Punkte 
Punkte 
gewichtet 
Preis 
55% 
100 
55 
Qualität 
40% 
100 
40 
Mitarbeiter 50+ 
5% 
100 
5 
Summe 
100% 
 
100 
Die Rahmenvereinbarung wird nach Maßgabe des qualitativ und wirtschaftlich günstigsten Angebots 
mit jenen drei bestgereihten Bietern abgeschlossen, deren Angebote in Summe die höchste 
Punktezahl erreichen. Die bewertungsrelevante Punktezahl errechnet sich aus der Addition der in 
den oben gennannten Kriterien erreichten Punkte. Die maximal erreichbare Punktezahl beträgt 100.  
 
1.4 
BEWERTUNG DES ZUSCHLAGSKRITERIUMS „PREIS“ 
Für den zu bewertenden Preis wird der mengengewichtete Durchschnittstagessatz inklusive 
pauschalen Nebenkosten (gemäß Anhang P – Preisblatt) herangezogen. Anmerkung: Abrufe sind 
auch auf Basis einzelner Stunden möglich.  
 
Die Tagessätze der einzelnen Rollen dienen in der Phase der Abrufe aus der Rahmenvereinbarung 
der Plausibilisierung und Nachvollziehbarkeit der angebotenen Preise für die abzurufende 
Leistungen. 
 
Der bewertungsrelevante Durchschnittstagessatz ergibt sich aus dem Tagessatz pro Rolle inklusive 
der pauschalen Nebenkosten gewichtet mit der geschätzten prozentuellen Verteilung des 
geschätzten Jahresvolumens. 
 
Der so berechnete Preis wird für die Bewertung herangezogen. Für den niedersten Preis werden 100 
Punkte vergeben, die Bewertung der anderen Preise erfolgt nach folgender Formel: 
 
Punkte für Angebot = Niedrigster Preis x 100 / Angebotspreis 
 
Beispiel: 
 
Preis A = € 300,00 Preis B = € 400,00 
Angebot A (=niederster Preis) erhält: 100 Punkte 
Angebot B erhält: Ax100/B = 75 Punkte 
 
Die so ermittelte Punktezahl wird mit der angegebenen Gewichtung 55% (gem. Tabelle aus Pkt. 1.3 
Zuschlagskriterien) bewertet. 


=== Tables from Page 4 ===

[Table 1]
Zuschlagskriterium | Gewichtung | Maximale
Bewertungs-
Punkte | Punkte
gewichtet
Preis | 55% | 100 | 55
Qualität | 40% | 100 | 40
Mitarbeiter 50+ | 5% | 100 | 5
Summe | 100% |  | 100

[Table 2]
Maximale
Bewertungs-

[Table 3]
Punkte
gewichtet

=== Page 5 ===

[Text]
 
Anhang ZB - Zuschlagskriterien und Bewertungsschema 
IT Consulting 
WienIT GmbH 
Seite 5 von 8 
1.5 
BEWERTUNG DES ZUSCHLAGSKRITERIUMS „QUALITÄT“ 
 
Die Qualität wird anhand der nachfolgenden Sub-Kriterien bewertet. Die in den einzelnen 
(Sub)Kriterien ermittelte Punkteanzahl (siehe dazu nachfolgend) wird addiert und ergibt die Summe 
der im Kriterium „Qualität“ erreichten Punkte (maximal 40 Punkte). 
 
 
Subkriterium 
Gewichtung 
(Bewertungspunkte) 
Maximal  erreichbare 
Zuschlagspunkte 
Projektreferenzen – 
Teil 2 (2. Stufe) 
40% 
16 
Angebotspräsentation 
60% 
24 
Summe 
100% 
40 
 
 
Für die zu bewertende „Qualität“ werden die drei (3) von den Bietern in der 2. Stufe eingereichten 
Projektreferenzen, sowie ihre Angebotspräsentation herangezogen.  
 
Die Kriterien werden von einer Expertenkommission, bestehend aus Mitgliedern aus den relevanten 
Fachbereichen der WStW, WienIT sowie den übrigen Konzernunternehmen definiert und ihre 
Erfüllung bewertet. Diese Kommission besteht aus fach- und sachkundigen Führungskräften und 
Mitarbeitern, welche die fünf Themenbereiche gem. L1-Leistungsverzeichnis im Konzern des AG 
inhaltlich verantworten und umsetzen. 
 
1.5.1 PROJEKTREFERENZEN - TEIL 2 (2. STUFE) 
 
Die fünf Themenbereiche gem. Anhang L1 – Leistungsverzeichnis sind: IT-Architektur, IT-Security, 
Solution Design inklusive Systems Integration, New Technologies sowie Analytics und Business 
Intelligence. In der 1. Stufe (Teilnahmeantrag) wurden vom Bewerber Projektreferenzen für zwei 
dieser Bereiche abgegeben. Für die restlichen drei (3) Themenbereiche, für die in der 1. Stufe keine 
Projektreferenz abgegeben wurde, ist in der 2. Stufe je eine Projektreferenz abzugeben (sodass alle 
fünf Themenbereiche schließlich mit genau einer Projektreferenz abgedeckt sind). Mindestens eines 
der fünf Referenzprojekte muss einen Auftraggeber aus dem Verkehrs- oder Energiesektor 
haben. 
 
Zu den drei übrigen Themenbereichen ist in der 2. Stufe jeweils ein abgeschlossenes Referenzprojekt 
des Bieters aus den letzten 36 Kalendermonaten (zurückgerechnet vom Ende der Angebotsfrist) in 
die Formblätter E7-E9 einzutragen.  
 


=== Tables from Page 5 ===

[Table 1]
Subkriterium | Gewichtung
(Bewertungspunkte) | Maximal erreichbare
Zuschlagspunkte
Projektreferenzen –
Teil 2 (2. Stufe) | 40% | 16
Angebotspräsentation | 60% | 24
Summe | 100% | 40

=== Page 6 ===

[Text]
 
Anhang ZB - Zuschlagskriterien und Bewertungsschema 
IT Consulting 
WienIT GmbH 
Seite 6 von 8 
Die Expertenkommission bewertet die Projektreferenzen hinsichtlich ihrer Relevanz für die 
gegenständliche Ausschreibung einerseits, sowie andererseits hinsichtlich ihrer Effektivität, Effizienz, 
ihrer zielführenden Eigenschaften und Maßnahmen, sowie eines evtl. Zusatznutzens, der über die 
Grundanforderungen vergleichbarer (Standard)Leistungen hinausgeht. Für diese Bewertung 
orientiert sich die Expertenkommission an den folgenden drei Hauptkriterien: 
 
 
(1) Fachliche und technische Komplexität 
 
(2) Professionalität der Leistungserbringung (Prozesse, Methoden, Werkzeuge)  
 
(3) Projektumfang.  
 
Für jedes dieser drei Bewertungskriterien wird von jedem Mitglied der Bewertungskommission je eine 
Note nach dem Schulnotensystem (zwischen 1 und 5) vergeben. Dabei werden jeweils immer nur 
ganze 
Noten 
vergeben 
(keine 
Zwischennoten). 
Aus 
diesen 
einzelnen 
Noten 
aller 
Kommissionsmitglieder wird die Durchschnittsnote je Bewertungskriterium ermittelt. Auch bei dieser 
werden evtl. Zwischennoten kaufmännisch auf ganze Zahlen (Noten 1-5) auf- oder abgerundet. Bei 
einer sich ergebenden Zwischennote der Art „x,5“  wird jedenfalls eine kaufmännische Aufrundung 
vorgenommen. Beispiel: Note 2,5 wird aufgerundet auf Note 3. 
 
Danach werden die Noten pro Bewertungskriterium zu einer Gesamtnote für die Referenz addiert. 
Diese wird ebenfalls entsprechend oben genannter Regeln auf- oder abgerundet. Somit erhält jede 
Projektreferenz eine Gesamtnote (ganze Zahl von 1-5). 
 
Schließlich werden die so ermittelten einzelnen Noten der drei Referenzen ebenfalls zu einer 
Gesamtnote addiert (eine ganze Zahl von 1-5). 
 
Diese so zu errechnende Gesamtnote wird dann gemäß folgendem Schlüssel zunächst  in 
Bewertungspunkte umgewandelt: 1: 100 Punkte, 2: 75 Punkte, 3: 50 Punkte, 4: 25 Punkte, 5: 0 
Punkte. Schließlich werden die so vergebenen Bewertungspunkte in die finalen Zuschlagspunkte 
gem. Tabelle unter Pkt. 1.5  umgerechnet (max. Punkteanzahl für Referenzen: 16). Der nachstehende 
Schlüssel soll dies verdeutlichen: 
 
Note 
Bewertungspunkte 
Entsprechender 
Anteil der max. 
Zuschlagspunkte 
Max. 
Zuschlagspunkte 
1 
100 
100% 
16 
2 
75 
75% 
12 
3 
50 
50% 
8 
4 
25 
25% 
4 
5 
0 
0% 
0 
 
1.5.2 ANGEBOTSPRÄSENTATION 
 
In der 2. Stufe des Verfahrens (Angebotslegung) werden die nach der Prüfung der Angebote 
bestgereihten fünf (5) Bewerber zu einer (für die weitere Teilnahme am Verfahren verpflichtenden) 
Angebotspräsentation eingeladen (Shortlisting). Die Reihung erfolgt auf Basis der Kriterien Preis und 


=== Tables from Page 6 ===

[Table 1]
Note | Bewertungspunkte | Entsprechender
Anteil der max.
Zuschlagspunkte | Max.
Zuschlagspunkte
1 | 100 | 100% | 16
2 | 75 | 75% | 12
3 | 50 | 50% | 8
4 | 25 | 25% | 4
5 | 0 | 0% | 0

=== Page 7 ===

[Text]
 
Anhang ZB - Zuschlagskriterien und Bewertungsschema 
IT Consulting 
WienIT GmbH 
Seite 7 von 8 
Qualität wie oben definiert. Die Bewertung für Qualität ergibt sich dabei allerdings konsequenterweise 
nur aus der Bewertung der drei Projektreferenzen - Teil 2 gem. Pk.t 1.5.1. 
 
Die Angebotspräsentation besteht aus zwei Teilen. 
 
Als ersten Teil der Angebotspräsentation sollen fünf (5) Berater ihren Lebenslauf, ihr relevantes Skill-
Profil und ihre Arbeitsweise vorstellen. Die Auswahl dieser Berater erfolgt durch den Auftraggeber – 
und zwar auf Basis der in der 2. Stufe vom Bieter eingereichten dreißig (30) CV. Die Auswahl der fünf 
Berater für die Angebotspräsentation wird vom Auftraggeber bereits in der Shortlisting-Mitteilung dem 
Bieter kommuniziert. 
 
Jeder der fünf Berater hat 10 min. für seine Präsentation, zuzüglich anschließender 10-minütigen 
Diskussion (somit insgesamt 20 min. pro Person). 
 
Im zweiten Teil der Angebotspräsentation sollen zwei der eingereichten drei Referenzen aus dem 
Teil 2 (2. Stufe) gem. Pkt. 1.5.1 im Detail vorgestellt werden. Die Auswahl der zu präsentierenden 
Projektreferenzen obliegt dem Auftraggeber und wird von diesem bereits in der Shortlisting-Mitteilung 
dem Bieter kommuniziert. 
 
Die beiden vom AG ausgewählten Projektreferenzen sind in zwei jeweils 20-minütigen 
Projektreferenz-Präsentationen zuzüglich anschließender 10-minütiger Diskussion (somit insgesamt 
30 min. pro Projektreferenz) vorzustellen. Die Projektreferenz-Präsentationen sollen von Beratern 
abgehalten werden, die die Referenzen vollinhaltlich vorstellen und Fragen dazu beantworten 
können. Dies können gerne (müssen jedoch nicht) auch Berater sein, die sich im ersten Teil der 
Angebotspräsentation vorgestellt haben. 
 
Die Expertenkommission bewertet die Angebotspräsentation hinsichtlich persönlicher Eignung der 
vorgestellten Berater einerseits; sowie fachliche Kompetenz zu den Projektreferenzen und die 
Antwortkompetenz zu inhaltlichen Fragen andererseits –  und vergibt dabei einzelne Noten (pro 
Kommissionsmitglied und Angebotspräsentation).  
 
Die Angebotspräsentation erhält zuerst eine Note (nach dem Schulsystem 1-5) von jedem 
Kommissionsmitglied, wobei nur ganze Noten vergeben werden (keine Zwischennoten). Die Noten 
der fünf Kommissionsmitglieder werden dann zu einer gemeinsamen Durchschnittsnote 
zusammengerechnet. Auch bei dieser werden evtl. Zwischennoten kaufmännisch auf ganze Zahlen 
(Noten 1-5) auf- oder abgerundet. Bei einer sich ergebenden Zwischennote der Art „x,5“  wird 
jedenfalls eine kaufmännische Aufrundung vorgenommen. Beispiel: Note 2,5 wird aufgerundet auf 
Note 3. 
 
Somit erhält die Angebotspräsentation eine Gesamtnote (ganze Zahl von 1-5). 
 
Diese so zu errechnende Gesamtnote wird dann gemäß folgendem Schlüssel zunächst  in 
Bewertungspunkte umgewandelt: 1: 100 Punkte, 2: 75 Punkte, 3: 50 Punkte, 4: 25 Punkte, 5: 0 
Punkte. Schließlich werden die so vergebenen Bewertungspunkte in die finalen Zuschlagspunkte 


=== Page 8 ===

[Text]
 
Anhang ZB - Zuschlagskriterien und Bewertungsschema 
IT Consulting 
WienIT GmbH 
Seite 8 von 8 
gem. Tabelle unter Pkt. 1.5  umgerechnet (max. Punkteanzahl für die Angebotspräsentation: 24). Der 
nachstehende Schlüssel soll dies verdeutlichen: 
 
Note 
Bewertungspunkte 
Entsprechender 
Anteil der max. 
Zuschlagspunkte 
Max. 
Zuschlagspunkte 
1 
100 
100% 
24 
2 
75 
75% 
18 
3 
50 
50% 
12 
4 
25 
25% 
6 
5 
0 
0% 
0 
 
 
In einem letzten Schritt werden die erreichten Zuschlagspunkte aus „Projektreferenzen – Teil 2“ und 
„Angebotspräsentation“ zu einer Gesamtzahl der Zuschlagspunkte für Pkt. 1.5 „Qualität“ 
zusammengezählt (somit max. Punkteanzahl für Qualität: 40). 
 
1.6 
ZUSCHLAGSKRITERIUM "MITARBEITER 50+" 
 
Der Konzern des AG begrüßt eine Personalpolitik die Gleichbehandlung, Diversität und 
Nachhaltigkeit fördert. Darüber hinaus, wird von uns gerade in Consulting-Rollen eine längere 
berufliche Erfahrung als sehr vorteilhaft gesehen. Mit diesem Zuschlagskriterium wird daher bewertet, 
wie viele Mitarbeiter des Bieterunternehmens, die im Alter von 50 Jahren oder älter sind, im Falle 
eines Abschlusses der Rahmenvereinbarung beim Auftraggeber in den ausgeschriebenen Rollen (lt. 
L1- Leistungsverzeichnis) eingesetzt werden könnten bzw. voraussichtlich eingesetzt werden. Die 
Angaben dazu sind vom Bieter im Formblatt ZB1 – Zuschlagskriterium Mitarbeiter 50+ zu machen. 
Die CV dieser Mitarbeiter – soweit sie vorhanden sind - müssen sich bereits unter den 30 vom Bieter 
eingesandten CV befinden. 
 
Die Bewertung des Kriteriums „Mitarbeiter 50+“ erfolgt gemäß folgendem Schlüssel: 
 
Anzahl der Mitarbeiter 50+ 
Bewertungspunkte 
Zuschlagspunkte 
≤ 1 Mitarbeiter*innen 
0 
0 
2 - 4  Mitarbeiter*innen  
60 
3 
≥ 5 Mitarbeiter*innen 
100 
5 
 


=== Tables from Page 8 ===

[Table 1]
Note | Bewertungspunkte | Entsprechender
Anteil der max.
Zuschlagspunkte | Max.
Zuschlagspunkte
1 | 100 | 100% | 24
2 | 75 | 75% | 18
3 | 50 | 50% | 12
4 | 25 | 25% | 6
5 | 0 | 0% | 0

[Table 2]
Anzahl der Mitarbeiter 50+ | Bewertungspunkte | Zuschlagspunkte
≤ 1 Mitarbeiter*innen | 0 | 0
2 - 4 Mitarbeiter*innen | 60 | 3
≥ 5 Mitarbeiter*innen | 100 | 5

=== Extracted from C:\Users\Suad\Documents\Projekte\Tendr\data\raw\2024-07 WienIT GmbH - RV IT-Consulting\Einladung+zur+Abgabe+eines+Teilnahmeantrages.pdf ===

=== Page 1 ===

[Text]
 
 
 
WienIT GmbH │ Thomas-Klestil-Platz 13 │ 1030 Wien │ t: +43 5 90405 0 │wienit.at 
FN 255649 f │ HG Wien │ DVR: 2109667 │ UID-Nr.: ATU61296118  
UniCredit Bank Austria AG │ IBAN: AT64 1200 0514 2844 2601 │ BIC: BKAUATWW 
 
 
 
 
 
AUSSCHREIBUNG EINER 
  
RAHMENVEREINBARUNG 
IT CONSULTING 
 
  
EINLADUNG ZUR ABGABE EINES 
TEILNAHMEANTRAGES 
 
(1. STUFE) 
 
 
 
 
 
 
 
 
 
Kennwort: WienIT 5310000762 
Datum: 19.07.2024 
Version 1.0  
 
 
 
 
 
 
 


[OCR from Image 1]
2 WIEN IT

WIENER STADTWERKE GRUPPE


=== Page 2 ===

[Text]
 
 
Einladung zur Abgabe eines Teilnahmeantrages  
IT CONSULTING 
 
 
 
 
INHALT 
 
1. 
VORBEMERKUNG 
4 
2. 
AUSSCHREIBUNGSZIEL UND LEISTUNGSGEGENSTAND 
4 
2.1. 
ZIEL 
4 
2.2. 
GEGENSTAND DER AUSSCHREIBUNG (LEISTUNGSGEGENSTAND) / 
VORAUSSICHTLICHER BEDARF 
4 
3. 
ALLGEMEINES ZUM VERGABEVERFAHREN 
4 
3.1. 
AUFTRAGGEBER 
4 
3.2. 
BEZEICHUNG DES VERGABEVERFAHRENS 
5 
3.3. 
RECHTLICHE GRUNDLAGEN 
5 
3.4. 
AUSSCHREIBUNGSUNTERLAGEN 
6 
3.4.1. UNTERLAGEN FÜR DIE ERSTE STUFE (TEILNAHMEANTRAG) 
6 
3.4.2. UNTERLAGEN FÜR DIE ZWEITE STUFE (ANGEBOTSLEGUNG) 
7 
3.5. 
KOMMUNIKATION IM VERFAHREN UND ANFRAGEN 
7 
3.6. 
PRÜF- UND WARNPFLICHT DES BEWERBERS 
8 
3.7. 
BERICHTIGUNGEN 
9 
3.8. 
ABLAUF DES VERGABEVERFAHRENS 
9 
3.8.1. ZWEISTUFIGES VERHANDLUNGSVERFAHREN 
9 
3.8.1.1. ALLGEMEINES 
9 
3.8.1.2. ERSTE STUFE (TEILNAHMEANTRAG) 
9 
3.8.1.3. ZWEITE STUFE (ANGEBOTSLEGUNG) 
10 
3.8.2. INDIKATIVER ZEITPLAN 
11 
3.9. 
BEWERBER / BEWERBERGEMEINSCHAFTEN 
11 
4. 
ABSCHLUSS DER RAHMENVEREINBARUNG / LAUFZEIT 
12 


=== Tables from Page 2 ===

[Table 1]
GEGENSTAND DER AUSSCHREIBUNG (LEISTUNGSGEGENSTAND) /
VORAUSSICHTLICHER BEDARF 4

[Table 2]
3.8.1.1. | ALLGEMEINES 9

[Table 3]
3.8.1.2. | ERSTE STUFE (TEILNAHMEANTRAG) 9

[Table 4]
3.8.1.3. | ZWEITE STUFE (ANGEBOTSLEGUNG) 10

[OCR from Image 1]
25 WIEN IT

WIENER STADTWERKE GRUPPE


=== Page 3 ===

[Text]
 
 
Einladung zur Abgabe eines Teilnahmeantrages  
IT CONSULTING 
 
 
 
 
5. 
BESTIMMUNGEN FÜR DIE TEILNAHMEUNTERLAGEN 
12 
5.1. 
VORBEMERKUNG 
12 
5.2. 
ABGABE DES TEILNAHMEANTRAGS 
13 
5.3. 
SPRACHE 
14 
5.4. 
FORM UND INHALT DES TEILNAHMEANTRAGES 
14 
5.5. 
GEHEIMHALTUNG VERTRAULICHER INFORMATIONEN / URHEBERRECHT 
14 
5.6. 
VERGÜTUNG 
15 
5.7. 
VERWENDUNGS- UND VERWERTUNGSRECHTE AN DEN EINGELANGTEN 
TEILNAHMEANTRÄGEN 
15 
5.8. 
VERMEIDUNG VON INTERESSENKONFLIKTEN 
16 
5.9. 
RICHTIGKEIT DER ANGABEN 
16 
5.10. 
ARBEITS- UND SOZIALRECHTLICHE VORSCHRIFTEN 
16 
5.11. 
WIDERRUF 
17 
5.12. 
SCHADENERSATZ 
17 
6. 
ANHÄNGE 
17 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 


=== Tables from Page 3 ===

[Table 1]
VERWENDUNGS- UND VERWERTUNGSRECHTE AN DEN EINGELANGTEN
TEILNAHMEANTRÄGEN 15

[OCR from Image 1]
25 WIEN IT

WIENER STADTWERKE GRUPPE


=== Page 4 ===

[Text]
 
 
Einladung zur Abgabe eines Teilnahmeantrages  
IT CONSULTING 
 
 
 
Version V.1.0 
Seite 4 von 17 
 
1. VORBEMERKUNG 
 
Gleichberechtigung ist uns sehr wichtig, aber auch die Lesbarkeit unserer Ausschreibungsunterlagen. 
Aus Gründen der besseren Lesbarkeit verzichten wir daher bei personenbezogenen Bezeichnungen 
auf die gleichzeitige Verwendung männlicher und weiblicher Sprachformen und verwenden 
durchgehend die männliche Form. Im Sinne des Gleichbehandlungsgesetzes sind diese 
Bezeichnungen nicht geschlechtsspezifisch zu verstehen, sondern schließen alle Geschlechter 
gleichermaßen ein. 
 
2. AUSSCHREIBUNGSZIEL UND LEISTUNGSGEGENSTAND 
 
2.1. ZIEL 
 
Die WIENER STADTWERKE GmbH (nachfolgend kurz „KL“ für Konzernleitung) und Ihre gemäß § 
189a Z 8 UGB verbundenen Unternehmen (nachfolgend kurz „WSTW“ für den gesamten Konzern 
der WIENER STADTWERKE) sind Österreichs größter Infrastrukturkonzern und tragen mit ihren 
Konzernbereichen die Verantwortung für verlässlich funktionierende Lebensadern der Stadt. Etwa 
16.000 Mitarbeiterinnen und Mitarbeiter in den Konzernunternehmen WIEN ENERGIE, WIENER 
NETZE, WIENER LINIEN, WIENER LOKALBAHNEN, WiPARK, FACILITYCOMFORT, WIENER 
STADTWERKE, B&F und WienIT sorgen Tag für Tag dafür, dass Wiens Infrastruktur läuft, sich 
ständig weiterentwickelt und die Wiener Lebensqualität so ausgezeichnet bleibt wie sie ist. 
 
Die WienIT GmbH (nachfolgend kurz „WienIT“ „Auftraggeber“ bzw. „AG“) ist eine 100-prozentige 
Tochtergesellschaft der WIENER STADTWERKE GmbH und führt als IT-Dienstleister der WSTW die 
gegenständliche Ausschreibung für die konzernweite Beschaffung von Beratungsdienstleistungen im 
Bereich IT Consulting. 
